,0
778,178.28303526134545
779,180.62154733735656
780,183.86114175217875
781,181.2483635422915
782,178.58551961066647
783,177.1948044600926
784,178.9287090021998
785,180.81381723420034
786,182.7948709511536
787,184.78339071294022
788,187.12244157569188
789,189.4086913378692
790,191.4207164113042
791,193.80985075799384
792,129.89842029556368
793,130.18238903131987
794,181.38810309545164
795,161.65740987500294
796,242.99142364186685
797,175.42081231493773
798,177.96358821350339
799,180.10806009338035
800,202.36261764978283
801,234.2814030134348
802,246.0617172243974
803,177.80316330068902
804,169.7001003166033
805,169.06977607712133
806,168.1927319159658
807,168.78947671589765
808,168.5114805199715
809,170.2342600039963
810,172.6495580716366
811,175.50800527301675
812,178.56496282425766
813,181.46591497080743
814,183.71087353816463
815,186.01282508535238
816,191.24311809185707
817,187.8318756946675
818,185.34123037361724
819,184.4019533835609
820,186.25252005683183
821,188.1279360482358
822,190.071387187285
823,192.05795902777888
824,194.36311961247625
825,196.5871010213523
826,198.56846261644301
827,200.89715219572244
828,129.82824702306473
829,130.00431409283306
830,131.13213720846244
831,131.35027034903618
832,132.6273932687209
833,135.01634037221632
834,137.53197858918494
835,139.65518763519356
836,141.86675918683656
837,143.7396040997561
838,145.4502786443186
839,147.1158993679772
840,168.43178152750326
841,167.56020516365433
842,166.47597677818842
843,166.90358398671992
844,166.46682924506584
845,167.97713432947603
846,170.12678093035564
847,172.75202820481007
848,175.564477228307
849,178.25034689217392
850,180.36746498368427
851,182.66938692720498
852,186.49345838232787
853,183.03870451528846
854,180.55928490478868
855,179.64073048167677
856,181.5603861931404
857,183.41190610449073
858,185.2528456652326
859,187.14791257083326
860,189.36384178226808
861,191.52480290469933
862,193.49846162562008
863,195.82307774031167
